%wallShearStress:0,wallShearStress:1,wallShearStress:2,Result,Points:0,Points:1,Points:2,Point ID
-0.00031752,-0.000408454,0.00108634,1.27544,0.288988,-0.219453,-0.732143,0
-0.000328741,-0.000450195,0.00107462,1.28324,0.288832,-0.219816,-0.732072,1
-0.000332846,-0.000475353,0.00112794,1.34457,0.288765,-0.219853,-0.731679,2
-0.000321365,-0.00044759,0.0011636,1.36472,0.28889,-0.219505,-0.731485,3
-0.000305048,-0.000404696,0.0010988,1.28264,0.289036,-0.21925,-0.731781,4
0.000346349,3.81188e-06,0.00132105,1.44764,0.267225,-0.221199,-0.682455,5
0.000349952,7.09444e-06,0.00128764,1.41442,0.267099,-0.221608,-0.682759,6
0.000382628,-3.8237e-05,0.00137021,1.50853,0.266938,-0.221507,-0.683386,7
0.000393671,-0.00013003,0.00145226,1.6009,0.266895,-0.220823,-0.68374,8
0.000416612,-9.92984e-05,0.00156142,1.71624,0.267026,-0.220259,-0.683267,9
0.000392205,-1.78778e-05,0.00148411,1.62727,0.267194,-0.220535,-0.682609,10
0.00145469,0.000392217,-0.00175598,2.45257,0.23778,-0.207449,-0.026588,11
0.0015521,0.000797247,-0.00120441,2.2474,0.237651,-0.207734,-0.0268434,12
0.00148192,0.00109176,-0.000655104,2.07098,0.23781,-0.207785,-0.0272115,13
0.00130857,0.00109433,-0.00068667,1.94919,0.238102,-0.207529,-0.0273025,14
0.00139102,0.000844714,-0.00132186,2.22241,0.238201,-0.207244,-0.0270189,15
0.00145308,0.000411712,-0.00188884,2.56351,0.238038,-0.207215,-0.0266726,16
-0.000244271,0.000545194,0.000433729,0.782554,0.220067,-0.204204,-0.0227025,17
-0.000326898,0.000382275,0.000465503,0.72646,0.219891,-0.204753,-0.0224565,18
-0.00029619,0.000522801,0.00043468,0.786114,0.219565,-0.204794,-0.0219851,19
-0.000186683,0.000839106,0.000434378,1.02093,0.219395,-0.204308,-0.0217042,20
-6.68586e-05,0.0010362,0.000471495,1.20882,0.21959,-0.203761,-0.0218782,21
-8.47215e-05,0.000900693,0.000439029,1.0659,0.219936,-0.203699,-0.0224051,22
-3.41478e-05,0.000398394,0.00165234,1.80203,0.294059,-0.231973,-0.732448,23
-0.000168879,0.000401935,0.00164669,1.80563,0.293483,-0.231935,-0.732258,24
-0.000214344,0.000403873,0.00170299,1.8691,0.293053,-0.232005,-0.732701,25
-0.000210395,0.000408807,0.0018202,1.99001,0.293186,-0.232128,-0.733197,26
-0.000145229,0.000421098,0.0019728,2.14381,0.293674,-0.23219,-0.733359,27
-2.1967e-05,0.000413417,0.00186769,2.0278,0.294117,-0.232105,-0.733053,28
-0.000587529,-0.000289859,-0.000438901,0.835884,0.216621,-0.219179,-0.00175694,29
-0.000695551,-0.000270562,-0.000697612,1.08289,0.216608,-0.21911,-0.00203693,30
-0.000515454,-0.000186802,-0.000722547,0.961428,0.216997,-0.218758,-0.00225336,31
-0.000298777,-0.000186062,-0.000301223,0.49107,0.217395,-0.218514,-0.00190138,32
-0.000300326,-0.000218716,-0.000159872,0.428732,0.217401,-0.218567,-0.00161073,33
-0.000395978,-0.000212749,-0.000433074,0.661642,0.217026,-0.218894,-0.00168049,34
-4.66819e-06,7.43719e-06,0.0012904,1.36786,0.257295,-0.269702,-0.218581,35
3.94177e-05,3.65358e-05,0.0012869,1.36531,0.259313,-0.270148,-0.217417,36
0.000141681,-3.33535e-05,0.00122754,1.31031,0.26117,-0.270955,-0.218602,37
9.29338e-05,-4.18044e-05,0.00104736,1.11544,0.261094,-0.270954,-0.220929,38
-7.19854e-05,5.90659e-06,0.000663812,0.707793,0.259214,-0.270134,-0.22204,39
-6.9784e-05,-1.39142e-05,0.000844114,0.897935,0.257271,-0.269688,-0.220877,40
-9.93103e-05,5.42936e-06,0.00101862,1.08487,0.258516,-0.213199,-0.0494732,41
-0.000115775,4.39839e-06,0.00104356,1.11297,0.258678,-0.213327,-0.0501505,42
-0.000107034,-3.66152e-06,0.00104405,1.1125,0.2584,-0.21294,-0.050626,43
-8.58394e-05,6.59237e-06,0.00100478,1.06897,0.257931,-0.212491,-0.0504752,44
-7.87105e-05,1.90513e-05,0.000982876,1.04538,0.257744,-0.212353,-0.0498455,45
-8.42919e-05,9.60099e-06,0.000998336,1.06205,0.258051,-0.212675,-0.0493191,46
-0.000927787,-0.000177417,0.000791726,1.30647,0.264499,-0.245932,-0.482098,47
-0.000935857,-6.90231e-05,0.000375388,1.07134,0.264762,-0.24555,-0.483544,48
-0.000894904,-7.1808e-05,-0.000182003,0.971006,0.266186,-0.245477,-0.484054,49
-0.000843119,-0.000287971,0.000376598,1.0253,0.267373,-0.245553,-0.483106,50
-0.00078581,-0.000423242,0.0010424,1.45465,0.267174,-0.245943,-0.481658,51
-0.00083174,-0.000308678,0.000876514,1.32196,0.265725,-0.24625,-0.48116,52
-0.000273032,-0.000167959,0.00121985,1.33694,0.290326,-0.217414,-0.73331,53
-0.000259776,-0.000202131,0.00124096,1.3609,0.290169,-0.21755,-0.732754,54
-0.000233889,-0.000197017,0.00116344,1.27514,0.290397,-0.217248,-0.732271,55
-0.000234467,-0.000157796,0.00119676,1.30346,0.290841,-0.216808,-0.732359,56
-0.000267168,-0.000140415,0.00127083,1.38455,0.291021,-0.216679,-0.73296,57
-0.000279328,-0.000144602,0.00121512,1.33048,0.290735,-0.216982,-0.733428,58
0.000433422,3.02013e-05,0.00124359,1.39634,0.25042,-0.221593,-0.69959,59
0.000324069,0.000178845,0.000988335,1.1187,0.249801,-0.220683,-0.700141,60
0.000297182,0.000191144,0.000829004,0.955237,0.249362,-0.22079,-0.701286,61
0.000321048,0.000104489,0.000823807,0.943726,0.24958,-0.221905,-0.702005,62
0.000381964,-7.48305e-06,0.000806455,0.945911,0.250449,-0.222774,-0.701499,63
0.0004684,-6.91291e-05,0.00107303,1.24322,0.250849,-0.222569,-0.700228,64
-0.000724957,0.00113464,-0.000743014,1.63014,0.290482,-0.240205,-0.497947,65
-0.000784449,0.00104693,-0.00059514,1.52346,0.290195,-0.2401,-0.497915,66
-8.47686e-06,0.000571223,-0.000491085,0.798548,0.289994,-0.239608,-0.498227,67
0.000623153,0.000395625,-0.000647267,1.04063,0.290359,-0.23936,-0.498604,68
0.00039775,0.000662076,-0.000724981,1.12287,0.290626,-0.239505,-0.498644,69
-6.75151e-05,0.000864883,-0.000670163,1.16199,0.290538,-0.239864,-0.498307,70
0.000112703,0.001232,5.04377e-05,1.31246,0.229344,-0.205781,-0.0115137,71
2.44327e-05,0.00123798,4.20114e-05,1.31327,0.229238,-0.205297,-0.0112647,72
-5.71638e-05,0.00124549,0.000230911,1.34409,0.228995,-0.205416,-0.010832,73
6.25405e-05,0.00127892,0.000217948,1.3768,0.228956,-0.205962,-0.0108324,74
0.000148688,0.00123843,0.000157728,1.33269,0.229154,-0.206149,-0.0112436,75
0.000554249,-0.000201786,-0.00156664,1.77444,0.228394,-0.207248,-0.0370009,76
