%wallShearStress:0,wallShearStress:1,wallShearStress:2,Result,Points:0,Points:1,Points:2,Point ID
-0.00010286,-0.00017852,0.000200482,0.304725,0.288988,-0.219453,-0.732143,0
-0.000107682,-0.0002036,0.000209799,0.330244,0.288832,-0.219816,-0.732072,1
-0.000114107,-0.000213793,0.000236942,0.359259,0.288765,-0.219853,-0.731679,2
-0.000107084,-0.000185113,0.000229946,0.332862,0.28889,-0.219505,-0.731485,3
-9.99427e-05,-0.000169544,0.000189986,0.289961,0.289036,-0.21925,-0.731781,4
0.000111618,4.05925e-05,0.000414777,0.457334,0.267225,-0.221199,-0.682455,5
0.000112989,4.15479e-05,0.00038682,0.429427,0.267099,-0.221608,-0.682759,6
0.000136985,1.64993e-05,0.000470851,0.520089,0.266938,-0.221507,-0.683386,7
0.00014563,-4.16313e-05,0.000535923,0.59033,0.266895,-0.220823,-0.68374,8
0.000158553,-8.27887e-06,0.000601602,0.659531,0.267026,-0.220259,-0.683267,9
0.000141869,4.10258e-05,0.00054146,0.594913,0.267194,-0.220535,-0.682609,10
-0.000902128,0.000440754,0.00217345,2.53781,0.23778,-0.207449,-0.026588,11
-0.000998707,0.000624795,0.00276483,3.18566,0.237651,-0.207734,-0.0268434,12
-0.000996066,0.000746935,0.00316525,3.60538,0.23781,-0.207785,-0.0272115,13
-0.000865786,0.00067551,0.00291006,3.29698,0.238102,-0.207529,-0.0273025,14
-0.000781348,0.000490405,0.00231274,2.63933,0.238201,-0.207244,-0.0270189,15
-0.000797495,0.000357934,0.00191038,2.22693,0.238038,-0.207215,-0.0266726,16
-0.00201909,0.000379342,0.00298225,3.83867,0.220067,-0.204204,-0.0227025,17
-0.00203426,0.000464094,0.00285952,3.75223,0.219891,-0.204753,-0.0224565,18
-0.00189372,0.000416751,0.0027268,3.54669,0.219565,-0.204794,-0.0219851,19
-0.00179737,0.000357677,0.00279748,3.54496,0.219395,-0.204308,-0.0217042,20
-0.00176326,0.000304354,0.00288641,3.5998,0.21959,-0.203761,-0.0218782,21
-0.00183958,0.00027144,0.00294486,3.69178,0.219936,-0.203699,-0.0224051,22
4.78794e-05,0.000100279,0.000386018,0.425796,0.294059,-0.231973,-0.732448,23
-8.83853e-06,9.29347e-05,0.000383031,0.417898,0.293483,-0.231935,-0.732258,24
-3.03126e-05,9.33493e-05,0.00040028,0.436866,0.293053,-0.232005,-0.732701,25
-3.37119e-05,0.000100712,0.000455449,0.495728,0.293186,-0.232128,-0.733197,26
6.15996e-07,0.000110498,0.000509528,0.552654,0.293674,-0.23219,-0.733359,27
5.78686e-05,0.00011032,0.000459446,0.504598,0.294117,-0.232105,-0.733053,28
-0.00172798,-0.00179463,0.00175541,3.23049,0.216621,-0.219179,-0.00175694,29
