%wallShearStress:0,wallShearStress:1,wallShearStress:2,Result,Points:0,Points:1,Points:2,Point ID
-3.77079e-05,-8.47702e-05,1.10674e-05,0.0990426,0.288988,-0.219453,-0.732143,0
-3.86769e-05,-9.59524e-05,1.95445e-05,0.111601,0.288832,-0.219816,-0.732072,1
-4.32521e-05,-9.98134e-05,3.55873e-05,0.121322,0.288765,-0.219853,-0.731679,2
-4.09846e-05,-8.41752e-05,3.06112e-05,0.10441,0.28889,-0.219505,-0.731485,3
-3.93354e-05,-8.02875e-05,1.18038e-05,0.0955923,0.289036,-0.21925,-0.731781,4
7.56924e-05,4.03752e-05,0.000277756,0.308145,0.267225,-0.221199,-0.682455,5
7.52998e-05,3.75954e-05,0.000251807,0.28143,0.267099,-0.221608,-0.682759,6
9.19005e-05,1.64378e-05,0.000313325,0.346554,0.266938,-0.221507,-0.683386,7
9.99107e-05,-2.46119e-05,0.000368534,0.405587,0.266895,-0.220823,-0.68374,8
0.00010925,3.90076e-06,0.000416312,0.456252,0.267026,-0.220259,-0.683267,9
9.70082e-05,4.15968e-05,0.000370675,0.408534,0.267194,-0.220535,-0.682609,10
-3.01892e-06,-0.000127628,-0.000190605,0.243173,0.23778,-0.207449,-0.026588,11
-0.000153101,-6.95255e-05,0.000132814,0.22713,0.237651,-0.207734,-0.0268434,12
-0.000121548,-4.61813e-06,0.000205976,0.253562,0.23781,-0.207785,-0.0272115,13
5.16273e-05,9.5253e-06,-0.0001116,0.130732,0.238102,-0.207529,-0.0273025,14
0.000208191,1.85858e-06,-0.000416407,0.493489,0.238201,-0.207244,-0.0270189,15
0.000211016,-7.03772e-05,-0.000469933,0.551116,0.238038,-0.207215,-0.0266726,16
-0.000963248,0.00037289,0.00144023,1.87867,0.220067,-0.204204,-0.0227025,17
-0.0010027,0.000408029,0.00139639,1.87287,0.219891,-0.204753,-0.0224565,18
-0.000953626,0.000352705,0.00136515,1.80432,0.219565,-0.204794,-0.0219851,19
-0.000874658,0.000294273,0.00137753,1.75756,0.219395,-0.204308,-0.0217042,20
-0.000832382,0.000263457,0.00139972,1.74867,0.21959,-0.203761,-0.0218782,21
-0.000867539,0.00028268,0.00143359,1.80129,0.219936,-0.203699,-0.0224051,22
6.72754e-05,7.9393e-05,0.000297001,0.333587,0.294059,-0.231973,-0.732448,23
2.11771e-05,6.84636e-05,0.000282736,0.309177,0.293483,-0.231935,-0.732258,24
-4.03441e-06,6.94601e-05,0.000304294,0.330876,0.293053,-0.232005,-0.732701,25
-5.9944e-06,7.73217e-05,0.000355896,0.386103,0.293186,-0.232128,-0.733197,26
1.95136e-05,8.65958e-05,0.00040271,0.43712,0.293674,-0.23219,-0.733359,27
6.50892e-05,8.92123e-05,0.000366324,0.405565,0.294117,-0.232105,-0.733053,28
-0.00108911,-0.00113872,0.0011317,2.0564,0.216621,-0.219179,-0.00175694,29
-0.00119965,-0.00127679,0.00140355,2.37953,0.216608,-0.21911,-0.00203693,30
-0.00119011,-0.0013333,0.00158509,2.53217,0.216997,-0.218758,-0.00225336,31
-0.00106857,-0.00124529,0.00135673,2.25691,0.217395,-0.218514,-0.00190138,32
-0.00105521,-0.00122151,0.00118198,2.1207,0.217401,-0.218567,-0.00161073,33
-0.00108484,-0.00119085,0.00119656,2.12708,0.217026,-0.218894,-0.00168049,34
-2.56439e-05,-2.76414e-07,-4.11898e-05,0.0514322,0.257295,-0.269702,-0.218581,35
-2.23272e-05,3.35611e-06,-7.59886e-05,0.0840282,0.259313,-0.270148,-0.217417,36
1.0431e-05,-1.09367e-05,-0.00010574,0.113223,0.26117,-0.270955,-0.218602,37
2.06314e-05,-1.13667e-05,-9.61129e-05,0.104895,0.261094,-0.270954,-0.220929,38
-1.68795e-05,3.88831e-06,-9.767e-05,0.105146,0.259214,-0.270134,-0.22204,39
-3.08593e-05,9.39179e-07,-7.20202e-05,0.0830602,0.257271,-0.269688,-0.220877,40
4.8171e-05,6.03996e-06,-0.0005193,0.552858,0.258516,-0.213199,-0.0494732,41
2.13477e-05,6.5033e-05,-0.000586714,0.626135,0.258678,-0.213327,-0.0501505,42
-8.21091e-07,8.2064e-05,-0.000666419,0.711741,0.2584,-0.21294,-0.050626,43
-2.02412e-06,4.26827e-05,-0.000540813,0.575048,0.257931,-0.212491,-0.0504752,44
7.76822e-05,-4.22621e-05,-0.000506942,0.545474,0.257744,-0.212353,-0.0498455,45
